CGI_ID,SPID,evalue,Description,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10000683,Q8NCN5,4E-65,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial",CGI_10000683,88.2670457132941,-1.0881921313252,0.409881302380609,-2.65489575885733,0.0079332919640374,0.0440033104733646
CGI_10000684,Q3T102,6E-62,Eukaryotic translation initiation factor 3 subunit E,,,,,,,
CGI_10000688,O75382,7E-11,Tripartite motif-containing protein 3,,,,,,,
CGI_10000690,O01666,2E-47,"ATP synthase subunit gamma, mitochondrial",,,,,,,
CGI_10000691,Q9QYI6,2E-11,DnaJ homolog subfamily B member 9,,,,,,,
CGI_10000692,A4IF63,4E-08,Tripartite motif-containing protein 2,CGI_10000692,124.770505955575,-1.22440834070316,0.443579256541254,-2.76029215218563,0.00577496921398532,0.0350186245729493
CGI_10000695,Q5ZIJ9,6E-14,E3 ubiquitin-protein ligase MIB2,,,,,,,
CGI_10000696,Q10711,2E-12,Endothelin-converting enzyme 2,CGI_10000696,143.238180507478,1.50562096164911,0.459240786117336,3.27850009660166,0.00104360328515846,0.00975929351991192
CGI_10000697,Q8CIQ7,1E-91,Dedicator of cytokinesis protein 3,,,,,,,
CGI_10000698,P86856,3E-24,Nacrein-like protein,,,,,,,
CGI_10000701,B4ETA5,3E-31,Probable endonuclease 4,,,,,,,
CGI_10000704,Q28175,9E-12,Retinoid isomerohydrolase,,,,,,,
CGI_10000709,Q9NUV9,2E-53,GTPase IMAP family member 4,,,,,,,
CGI_10000710,Q9H3K2,3E-89,Growth hormone-inducible transmembrane protein,,,,,,,
CGI_10000713,Q2KI06,3E-59,Pyridoxal phosphate phosphatase PHOSPHO2,,,,,,,
CGI_10000714,P17342,3E-07,Atrial natriuretic peptide receptor 3,,,,,,,
CGI_10000715,B7QDG3,2E-76,.,,,,,,,
CGI_10000720,Q5F371,2E-87,Protein strawberry notch homolog 1,,,,,,,
CGI_10000725,Q6CQE5,2E-20,Protein TAR1,CGI_10000725,267.002414202418,-2.01407452624105,0.499904980180255,-4.02891470598035,5.60349426870808E-05,0.00103044122793692
CGI_10000731,P00620,5E-27,Phospholipase A2,,,,,,,
CGI_10000733,Q9JK81,2E-29,"UPF0160 protein MYG1, mitochondrial",,,,,,,
CGI_10000735,Q5ZKH3,2E-29,Polycomb protein EED,,,,,,,
CGI_10000736,Q5XK91,2E-27,Fibrinogen C domain-containing protein 1-B,,,,,,,
CGI_10000737,D2GXS7,7E-07,Tripartite motif-containing protein 2,CGI_10000737,20.1478700581228,-1.20111565393109,0.420808215803126,-2.85430656727725,0.00431308882301731,0.0281665112786762
CGI_10000738,A7RKF6,6E-34,tRNA-splicing ligase RtcB homolog,CGI_10000738,290.845285020988,-0.838375153599035,0.278795570721471,-3.00713225618857,0.00263724996822886,0.0195073098305551
CGI_10000742,Q01528,2E-08,Hemagglutinin/amebocyte aggregation factor,,,,,,,
CGI_10000744,Q2TAW0,5E-12,Condensin-2 complex subunit G2,,,,,,,
CGI_10000745,P31228,5E-15,D-aspartate oxidase,,,,,,,
CGI_10000747,Q7T321,6E-93,E3 ubiquitin-protein ligase KCMF1,,,,,,,
CGI_10000748,Q8TCT0,1E-24,Ceramide kinase,,,,,,,
CGI_10000749,Q9GUM2,6E-15,"Beta-1,4-N-acetylgalactosaminyltransferase bre-4",,,,,,,
CGI_10000750,Q9ESN6,1E-09,Tripartite motif-containing protein 2,,,,,,,
CGI_10000751,Q7Z3U7,2E-49,Protein MON2 homolog,,,,,,,
CGI_10000755,O75382,5E-07,Tripartite motif-containing protein 3,,,,,,,
CGI_10000757,Q80X19,4E-13,Collagen alpha-1(XIV) chain,,,,,,,
CGI_10000759,Q13825,2E-103,"Methylglutaconyl-CoA hydratase, mitochondrial",,,,,,,
CGI_10000761,A6H7B8,2E-54,Post-GPI attachment to proteins factor 2,,,,,,,
CGI_10000762,Q5R875,6E-25,Protein disulfide-isomerase TMX3,,,,,,,
CGI_10000767,Q0VG85,3E-36,Coiled-coil domain-containing protein 162,,,,,,,
CGI_10000768,Q9Y6G5,7E-19,COMM domain-containing protein 10,,,,,,,
CGI_10000772,P18503,3E-07,Short-chain collagen C4,,,,,,,
CGI_10000774,P05450,2E-09,ATP synthase subunits region ORF 7,,,,,,,
CGI_10000776,Q91398,3E-119,Casein kinase II subunit beta,,,,,,,
CGI_10000778,Q5R9B8,5E-46,DDB1- and CUL4-associated factor 6,,,,,,,
CGI_10000779,Q60934,1E-63,"Glutamate receptor, ionotropic kainate 1",,,,,,,
CGI_10000785,Q95ZJ1,7E-47,Polypeptide N-acetylgalactosaminyltransferase 5,,,,,,,
CGI_10000786,Q61184,9E-22,Melatonin receptor type 1A,,,,,,,
CGI_10000788,Q6MFY5,5E-42,DNA-directed RNA polymerase I subunit RPA12,,,,,,,
CGI_10000789,Q15369,5E-37,Transcription elongation factor B polypeptide 1,,,,,,,
CGI_10000790,O73792,4E-29,Tyrosine-protein kinase receptor Tie-1,,,,,,,
CGI_10000793,Q9BXL7,3E-08,Caspase recruitment domain-containing protein 11,,,,,,,
CGI_10000795,Q8K0U4,4E-37,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10000799,P42435,4E-101,Nitrite reductase [NAD(P)H],,,,,,,
CGI_10000800,P08201,1E-56,Nitrite reductase [NAD(P)H] large subunit,,,,,,,
CGI_10000801,P08201,0,Nitrite reductase [NAD(P)H] large subunit,,,,,,,
CGI_10000803,Q06457,0,Nitrate reductase,,,,,,,
CGI_10000809,Q9Y6R7,2E-16,IgGFc-binding protein,,,,,,,
CGI_10000811,O18883,8E-84,Thioredoxin domain-containing protein 9,,,,,,,
CGI_10000812,Q08890,1E-56,Iduronate 2-sulfatase,,,,,,,
CGI_10000816,Q9H8W5,1E-08,Tripartite motif-containing protein 45,,,,,,,
CGI_10000817,O75382,2E-11,Tripartite motif-containing protein 3,,,,,,,
CGI_10000818,O75382,2E-07,Tripartite motif-containing protein 3,,,,,,,
CGI_10000819,P18503,2E-08,Short-chain collagen C4,,,,,,,
CGI_10000821,Q8AYG3,5E-51,Dual specificity protein kinase Ttk,,,,,,,
CGI_10000822,Q5RBH9,3E-67,Nuclear receptor-binding protein,,,,,,,
CGI_10000823,Q4ZJM9,1E-10,Complement C1q-like protein 4,,,,,,,
CGI_10000824,Q9ES30,2E-09,Complement C1q tumor necrosis factor-related protein 3,,,,,,,
CGI_10000828,P55112,3E-11,Zinc metalloproteinase nas-4,,,,,,,
CGI_10000829,Q9ZAQ8,2E-56,Single-stranded DNA-binding protein,,,,,,,
CGI_10000837,Q9NZJ4,8E-11,Sacsin,,,,,,,
CGI_10000839,Q6PFY8,1E-13,Tripartite motif-containing protein 45,CGI_10000839,500.827421642508,-1.17894234178364,0.390112762154144,-3.02205530337868,0.00251064674720986,0.0188618114420232
CGI_10000840,Q53E76,9E-76,Glycosyltransferase-like domain-containing protein 1,CGI_10000840,27.2183989399524,-1.40346159324435,0.454009451152265,-3.0912607428819,0.00199308531673653,0.0158356985811958
CGI_10000841,Q08DA7,2E-48,Glycosyltransferase-like domain-containing protein 1,,,,,,,
CGI_10000847,Q14315,6E-07,Filamin-C,,,,,,,
CGI_10000851,Q2TBL4,3E-123,DNA-directed RNA polymerase III subunit RPC3,,,,,,,
CGI_10000852,A9JTP3,5E-15,Baculoviral IAP repeat-containing protein 7,CGI_10000852,792.560558296959,1.46514300683,0.310259312397271,4.72231758495602,2.33172196706448E-06,7.7643103000515E-05
CGI_10000854,Q66S25,2E-08,Natterin-1,,,,,,,
CGI_10000859,Q8K212,9E-46,Phosphofurin acidic cluster sorting protein 1,,,,,,,
CGI_10000861,Q8C525,5E-11,Protein MB21D2,,,,,,,
CGI_10000862,Q9HC10,2E-163,Otoferlin,,,,,,,
CGI_10000865,Q5VUA4,5E-44,Zinc finger protein 318,,,,,,,
CGI_10000867,Q2YDM5,3E-19,.,,,,,,,
CGI_10000869,Q99L04,3E-115,Dehydrogenase/reductase SDR family member 1,,,,,,,
CGI_10000871,Q7T2L7,5E-26,Interleukin-17 receptor D,CGI_10000871,96.1207314811452,1.54617079070048,0.378983147866682,4.07978771458299,4.50768468581554E-05,0.000859417418230041
CGI_10000874,Q6PAL0,3E-10,BEN domain-containing protein 3,,,,,,,
CGI_10000877,Q80V70,1E-53,Multiple epidermal growth factor-like domains protein 6,CGI_10000877,295.12715426715,1.96784892404261,0.484086040181622,4.06508091682277,4.80158003513077E-05,0.000909124433107681
CGI_10000878,Q2YY67,7E-14,Threonine dehydratase catabolic,,,,,,,
CGI_10000879,Q8R431,1E-58,Monoglyceride lipase,,,,,,,
CGI_10000884,Q96GP6,4E-35,Scavenger receptor class F member 2,,,,,,,
CGI_10000886,P08183,0,Multidrug resistance protein 1,CGI_10000886,102.389985335235,1.82548578703963,0.440099916043604,4.14788942349803,3.35554389081703E-05,0.000681772582901171
CGI_10000889,Q64323,9E-27,N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein,,,,,,,
CGI_10000893,Q5I0H9,2E-99,Protein disulfide-isomerase A5,,,,,,,
CGI_10000895,Q9VR81,4E-25,Putative N-acetylglucosamine-6-phosphate deacetylase,,,,,,,
CGI_10000897,Q8BP56,7E-138,Acid trehalase-like protein 1,,,,,,,
CGI_10000898,Q5PQ71,7E-39,"Isochorismatase domain-containing protein 2, mitochondrial",,,,,,,
CGI_10000900,Q12789,2E-14,General transcription factor 3C polypeptide 1,,,,,,,
CGI_10000901,Q6NSM8,2E-10,Serine/threonine-protein kinase SIK3 homolog,,,,,,,
CGI_10000902,Q13901,9E-28,Nuclear nucleic acid-binding protein C1D,,,,,,,
CGI_10000904,O15031,5E-08,Plexin-B2,,,,,,,
CGI_10000905,Q717R8,1E-33,Elongation factor 1-delta,,,,,,,
CGI_10000906,Q5NVP9,3E-80,Mortality factor 4-like protein 1,,,,,,,
CGI_10000907,Q5E980,1E-21,Cytochrome P450 20A1,,,,,,,
CGI_10000910,Q4ZJM9,2E-10,Complement C1q-like protein 4,,,,,,,
CGI_10000911,Q9XWF4,1E-06,Protein IMPACT homolog,,,,,,,
CGI_10000912,Q8IYB1,3E-07,.,,,,,,,
CGI_10000913,Q54MC6,2E-12,Latrophilin receptor-like protein A,,,,,,,
CGI_10000914,O43301,3E-56,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10000915,Q924W6,2E-09,Tripartite motif-containing protein 66,,,,,,,
CGI_10000916,Q5GFD9,8E-17,Protein IMPACT,,,,,,,
CGI_10000918,Q9VZS6,2E-55,Putative neutral sphingomyelinase,,,,,,,
CGI_10000919,Q6R5N8,7E-11,Toll-like receptor 13,,,,,,,
CGI_10000920,Q9JLT4,9E-98,"Thioredoxin reductase 2, mitochondrial",,,,,,,
CGI_10000921,O61366,2E-30,Serine-enriched protein,,,,,,,
CGI_10000922,P59222,3E-10,Scavenger receptor class F member 2,,,,,,,
CGI_10000923,P08962,5E-07,CD63 antigen,,,,,,,
CGI_10000934,Q9D0R4,2E-137,Probable ATP-dependent RNA helicase DDX56,,,,,,,
CGI_10000935,Q5RAZ4,0,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,,,,,,,
CGI_10000938,D2GXS7,5E-08,Tripartite motif-containing protein 2,,,,,,,
CGI_10000941,Q3U1T9,4E-126,DENN domain-containing protein 1B,,,,,,,
CGI_10000942,Q9GJU1,4E-15,D(2) dopamine receptor,CGI_10000942,63.3347561398958,2.78917321603086,0.380390253171964,7.33239927356907,2.26068374644629E-13,4.98389819044136E-11
CGI_10000947,Q5ZKP7,6E-99,Solute carrier family 25 member 36,CGI_10000947,876.437163329129,3.37511145791589,0.333941248689795,10.1069019510408,5.14866773926659E-24,7.91160326310198E-21
CGI_10000948,Q5H9S7,3E-14,DDB1- and CUL4-associated factor 17,CGI_10000948,400.44902841421,3.52609765529849,0.400612592016744,8.80176441171653,1.34681683073309E-18,8.07248337920646E-16
CGI_10000949,B9A8D7,2E-06,Serine protease inhibitor Cvsi-2,,,,,,,
CGI_10000953,P0CY46,5E-99,Epidermal growth factor receptor,,,,,,,
CGI_10000954,Q16698,1E-127,"2,4-dienoyl-CoA reductase, mitochondrial",,,,,,,
CGI_10000955,Q8CEI1,1E-29,BolA-like protein 3,,,,,,,
CGI_10000958,Q9Y6R4,7E-07,Mitogen-activated protein kinase kinase kinase 4,,,,,,,
CGI_10000959,O70497,1E-59,Ficolin-2,,,,,,,
CGI_10000960,Q9I9M5,3E-24,Frizzled-1,,,,,,,
CGI_10000974,Q91909,5E-12,Mast/stem cell growth factor receptor-related protein Kit,,,,,,,
CGI_10000975,P12955,5E-97,Xaa-Pro dipeptidase,,,,,,,
CGI_10000979,Q071E0,4E-13,N-lysine methyltransferase SETD8-A,,,,,,,
CGI_10000980,Q9H2J4,1E-83,Phosducin-like protein 3,,,,,,,
CGI_10000981,Q00546,2E-12,Tenascin-R,,,,,,,
CGI_10000983,Q9BXJ4,7E-10,Complement C1q tumor necrosis factor-related protein 3,,,,,,,
CGI_10000986,Q9U8W8,1E-75,Techylectin-5A,,,,,,,
CGI_10000990,Q96GP6,1E-12,Scavenger receptor class F member 2,,,,,,,
CGI_10000993,A6NDG6,3E-48,Phosphoglycolate phosphatase,,,,,,,
CGI_10000994,P95896,3E-136,Amidase,,,,,,,
CGI_10000995,Q9CZA6,2E-73,Nuclear distribution protein nudE homolog 1,,,,,,,
CGI_10000998,Q5ND28,5E-44,Scavenger receptor class F member 1,,,,,,,
CGI_10001001,Q23445,2E-54,GTP-binding protein SAR1,,,,,,,
CGI_10001002,P86410,9E-29,Ral GTPase-activating protein subunit beta,,,,,,,
CGI_10001003,A6QQY2,2E-11,Kelch-like protein 13,,,,,,,
CGI_10001004,Q9D787,3E-12,Peptidyl-prolyl cis-trans isomerase-like 2,,,,,,,
CGI_10001005,Q803E1,2E-17,Uncharacterized protein C17orf85 homolog,,,,,,,
CGI_10001009,Q9GUM2,6E-37,"Beta-1,4-N-acetylgalactosaminyltransferase bre-4",,,,,,,
CGI_10001010,Q5F362,3E-106,Cell cycle control protein 50A,,,,,,,
CGI_10001011,P11047,2E-122,Laminin subunit gamma-1,,,,,,,
CGI_10001013,Q8VI63,2E-67,MOB kinase activator 2,CGI_10001013,153.847066842249,2.46295236456269,0.318266923949851,7.73863753731059,1.00487806767086E-14,2.79326975911986E-12
CGI_10001015,Q80XI3,1E-87,Eukaryotic translation initiation factor 4 gamma 3,,,,,,,
CGI_10001018,P00522,2E-16,Tyrosine-protein kinase Abl,,,,,,,
CGI_10001021,Q9JLF6,7E-107,Protein-glutamine gamma-glutamyltransferase K,,,,,,,
CGI_10001022,O35298,1E-24,Acyloxyacyl hydrolase,,,,,,,
CGI_10001023,Q7LFX5,1E-14,Carbohydrate sulfotransferase 15,,,,,,,
CGI_10001025,Q8WV74,4E-17,"Nucleoside diphosphate-linked moiety X motif 8, mitochondrial",CGI_10001025,40.3734320220423,-1.47422878146954,0.498470002862892,-2.95750751901322,0.0031013718503444,0.0220697194026791
CGI_10001026,P50430,0,Arylsulfatase B,,,,,,,
CGI_10001029,P55127,3E-30,Iron-regulated protein frpC,,,,,,,
CGI_10001031,Q9KSB2,1E-59,Probable maleylacetoacetate isomerase,,,,,,,
CGI_10001033,Q2RSB2,7E-97,NAD(P) transhydrogenase subunit alpha part 1,,,,,,,
CGI_10001034,Q2RSB4,2E-166,NAD(P) transhydrogenase subunit beta,,,,,,,
CGI_10001038,P15318,7E-30,Bifunctional hemolysin/adenylate cyclase,,,,,,,
CGI_10001039,P10090,9E-27,Protein white,,,,,,,
CGI_10001041,P06867,3E-27,Plasminogen,,,,,,,
CGI_10001047,Q8R2Q0,2E-09,Tripartite motif-containing protein 29,,,,,,,
CGI_10001049,Q9V3A4,3E-63,Protein catecholamines up,CGI_10001049,1077.78634995234,-1.44529655611443,0.398316347543348,-3.62851428275146,0.000285056982155919,0.00369418440388549
CGI_10001050,Q01973,4E-170,Tyrosine-protein kinase transmembrane receptor ROR1,,,,,,,
CGI_10001051,Q09654,8E-09,E3 ubiquitin-protein ligase arc-1,,,,,,,
CGI_10001052,Q8N6M6,2E-83,Aminopeptidase O,,,,,,,
CGI_10001053,Q5H7C0,1E-23,Cell division cycle protein 20 homolog,,,,,,,
CGI_10001056,Q06732,9E-25,Zinc finger protein 33B,,,,,,,
CGI_10001059,Q6DJF8,2E-56,Methyltransferase-like protein 23,,,,,,,
CGI_10001060,O00763,4E-07,Acetyl-CoA carboxylase 2,,,,,,,
CGI_10001065,Q8QG60,3E-26,Cryptochrome-2,,,,,,,
CGI_10001066,Q96GP6,2E-40,Scavenger receptor class F member 2,,,,,,,
CGI_10001070,P55113,2E-15,Zinc metalloproteinase nas-7,CGI_10001070,226.956878676262,1.47317341963126,0.467900155367371,3.14847815871016,0.0016412298758771,0.0137883438542807
CGI_10001074,O15374,3E-18,Monocarboxylate transporter 5,,,,,,,
CGI_10001075,O93530,3E-31,Werner syndrome ATP-dependent helicase homolog,,,,,,,
CGI_10001077,Q9ESN6,2E-12,Tripartite motif-containing protein 2,,,,,,,
CGI_10001078,A6NHM9,9E-10,Putative DBH-like monooxygenase protein 2,,,,,,,
CGI_10001089,Q09654,2E-08,E3 ubiquitin-protein ligase arc-1,CGI_10001089,368.448025177355,-0.957202449576083,0.316970478750017,-3.01984731622591,0.00252902142443266,0.0189423632543186
CGI_10001094,O42409,6E-68,Zinc finger protein Gfi-1b,,,,,,,
CGI_10001097,P35555,2E-16,Fibrillin-1,,,,,,,
CGI_10001100,Q09654,3E-07,E3 ubiquitin-protein ligase arc-1,,,,,,,
CGI_10001102,O75382,6E-08,Tripartite motif-containing protein 3,,,,,,,
CGI_10001103,P59222,2E-06,Scavenger receptor class F member 2,,,,,,,
CGI_10001106,Q4PM47,9E-30,40S ribosomal protein S29,,,,,,,
CGI_10001107,Q8CGC7,0,Bifunctional glutamate/proline--tRNA ligase,,,,,,,
CGI_10001108,A6BM72,2E-80,Multiple epidermal growth factor-like domains protein 11,,,,,,,
CGI_10001109,Q9Y5Z4,3E-29,Heme-binding protein 2,,,,,,,
CGI_10001110,Q0P5D2,1E-34,Cleavage and polyadenylation specificity factor subunit 6,CGI_10001110,1127.10610760973,-1.13121207173865,0.337984874266464,-3.3469310548105,0.000817115302940379,0.0081436639101488
CGI_10001111,Q63ZL2,1E-63,Homologous-pairing protein 2 homolog,,,,,,,
CGI_10001116,D2GXS7,3E-10,Tripartite motif-containing protein 2,,,,,,,
CGI_10001117,Q9FLK4,3E-12,Flavin-containing monooxygenase FMO GS-OX-like 8,,,,,,,
CGI_10001118,Q9SXD5,2E-07,Flavin-containing monooxygenase FMO GS-OX-like 3,,,,,,,
CGI_10001119,O50655,1E-13,Integrase/recombinase xerD homolog,,,,,,,
CGI_10001121,P19370,4E-39,Neuronal acetylcholine receptor subunit beta-2,,,,,,,
CGI_10001122,Q9DGB6,2E-27,Toll-like receptor 2 type-2,,,,,,,
CGI_10001123,Q9VEG6,3E-85,Chorion peroxidase,,,,,,,
CGI_10001126,P20072,5E-87,Annexin A7,,,,,,,
CGI_10001128,Q8K0U4,4E-44,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10001130,A9MUT4,5E-07,Glyoxylate/hydroxypyruvate reductase B,CGI_10001130,125.039267631003,-1.14530906552428,0.409132596722211,-2.79935911902397,0.005120415493363,0.032147158482063
CGI_10001131,A4W948,4E-12,Glyoxylate/hydroxypyruvate reductase A,CGI_10001131,98.2646156150352,-1.55726559321068,0.462975139510238,-3.3636052140036,0.00076931505656347,0.00779666071024743
CGI_10001132,Q13263,2E-18,Transcription intermediary factor 1-beta,CGI_10001132,52.7615150971797,-2.12915913522344,0.407108151429837,-5.22995947820119,1.69547199057007E-07,8.5128672196686E-06
CGI_10001136,P70627,1E-133,Glutamate carboxypeptidase 2,,,,,,,
CGI_10001137,Q16981,4E-57,Aplycalcin,,,,,,,
CGI_10001142,P27697,5E-73,"Probable serine/threonine-protein kinase COQ8, mitochondrial",,,,,,,
CGI_10001150,A6H7B8,3E-62,Post-GPI attachment to proteins factor 2,,,,,,,
CGI_10001151,Q5UPG5,5E-10,.,,,,,,,
CGI_10001152,Q9D8N3,7E-11,Lysoplasmalogenase-like protein TMEM86A,,,,,,,
CGI_10001154,Q5ZI27,4E-10,Nuclear apoptosis-inducing factor 1,,,,,,,
CGI_10001157,Q1JP73,9E-111,.,,,,,,,
CGI_10001161,Q80UK7,6E-11,Spindle assembly abnormal protein 6 homolog,,,,,,,
CGI_10001165,P08991,4E-20,Histone H2A.V,,,,,,,
CGI_10001167,Q6ZRF8,2E-09,RING finger protein 207,,,,,,,
CGI_10001170,Q5RE79,1E-106,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",,,,,,,
CGI_10001173,Q63191,3E-36,Apical endosomal glycoprotein,,,,,,,
CGI_10001175,Q9NPF2,7E-67,Carbohydrate sulfotransferase 11,,,,,,,
CGI_10001177,Q8BZG5,1E-14,Protein RRNAD1,,,,,,,
CGI_10001181,Q29RH4,2E-59,THO complex subunit 3,,,,,,,
CGI_10001182,Q9ESN6,6E-08,Tripartite motif-containing protein 2,,,,,,,
CGI_10001184,Q9ESN6,5E-13,Tripartite motif-containing protein 2,,,,,,,
CGI_10001185,Q09654,2E-11,E3 ubiquitin-protein ligase arc-1,,,,,,,
CGI_10001186,Q08890,2E-38,Iduronate 2-sulfatase,,,,,,,
CGI_10001187,Q6PFX9,4E-10,Tankyrase-1,CGI_10001187,110.099138269941,0.952936862652978,0.333637183009045,2.8562070152329,0.00428735492902963,0.0280175357883435
CGI_10001189,P22897,2E-16,Macrophage mannose receptor 1,,,,,,,
CGI_10001190,P18142,7E-92,cAMP-regulated D2 protein,,,,,,,
CGI_10001191,P35408,3E-43,Prostaglandin E2 receptor EP4 subtype,,,,,,,
CGI_10001193,Q6ITT3,7E-54,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",,,,,,,
CGI_10001194,Q9UBM8,2E-84,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C",,,,,,,
CGI_10001197,Q28988,3E-12,Cystatin-A1,,,,,,,
CGI_10001198,P01040,3E-06,Cystatin-A,,,,,,,
CGI_10001199,P61217,6E-49,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",,,,,,,
CGI_10001200,Q93034,0,Cullin-5,,,,,,,
CGI_10001202,Q5RDY4,4E-07,Long-chain fatty acid transport protein 4,,,,,,,
CGI_10001203,P70705,0,Copper-transporting ATPase 1,CGI_10001203,1155.55451101893,1.76030895867949,0.388213346823993,4.53438546891993,5.77714393582072E-06,0.000159892670546957
CGI_10001204,Q6PFY8,2E-15,Tripartite motif-containing protein 45,,,,,,,
CGI_10001206,B1ZVD6,3E-69,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta,,,,,,,
CGI_10001210,A7I2G3,2E-10,Chaperone protein DnaJ,,,,,,,
CGI_10001214,P83425,7E-09,Heavy metal-binding protein HIP,,,,,,,
CGI_10001216,P83425,4E-11,Heavy metal-binding protein HIP,,,,,,,
CGI_10001217,Q8BZH4,3E-48,Pogo transposable element with ZNF domain,,,,,,,
CGI_10001220,Q0WYX8,8E-14,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,,,,,,,
CGI_10001221,Q99J25,4E-31,"rRNA methyltransferase 1, mitochondrial",CGI_10001221,23.3282198809947,-1.63130325006364,0.452821652377824,-3.60252925516582,0.000315135920586163,0.00399491537134343
CGI_10001222,Q3UIW5,1E-54,RING finger protein 10,,,,,,,
CGI_10001223,Q32NQ8,3E-75,RING finger protein 10,CGI_10001223,395.530589228283,0.967361454702846,0.338347151795861,2.85907964517608,0.00424872097006462,0.0278725116062696
CGI_10001225,Q55GU0,2E-16,Probable serine/threonine-protein kinase DDB_G0267514,,,,,,,
CGI_10001226,Q9XWD6,3E-53,Cell death abnormality protein 1,,,,,,,
CGI_10001227,Q9D4W2,5E-75,Uncharacterized protein C11orf65 homolog,,,,,,,
CGI_10001228,Q8CD19,2E-101,LanC-like protein 3,,,,,,,
CGI_10001229,P27046,3E-39,Alpha-mannosidase 2,,,,,,,
CGI_10001230,Q5BL81,3E-31,Sodium-coupled monocarboxylate transporter 1,,,,,,,
CGI_10001233,Q6PFY8,1E-17,Tripartite motif-containing protein 45,CGI_10001233,18.6041640880316,-1.55682769000234,0.497732235028272,-3.12784180014765,0.00176094936185324,0.0144770719075633
CGI_10001235,D2GXS7,8E-09,Tripartite motif-containing protein 2,,,,,,,
CGI_10001236,P48725,2E-12,Pericentrin,,,,,,,
CGI_10001237,Q5M9N0,9E-07,.,CGI_10001237,690.466642634067,1.6834004224033,0.312107369227205,5.39365804329288,6.90375470084665E-08,3.90601814637872E-06
CGI_10001243,Q9FT69,2E-06,ATP-dependent DNA helicase Q-like SIM,,,,,,,
CGI_10001244,Q626H5,6E-14,Plexin-2,,,,,,,
CGI_10001245,Q9N0C7,3E-14,Mammalian ependymin-related protein 1,CGI_10001245,1173.99089850827,-2.91046025328615,0.469631944758448,-6.1973217234682,5.74320313944447E-10,5.79761243234447E-08
CGI_10001246,A4IIY1,5E-08,Probable E3 ubiquitin-protein ligase RNF144A,CGI_10001246,512.168480311386,1.87422920305608,0.375968965250014,4.98506359909185,6.19414347794885E-07,2.56595403686953E-05
CGI_10001247,P57080,2E-15,Ubiquitin carboxyl-terminal hydrolase 25,,,,,,,
CGI_10001248,P85970,1E-10,Actin-related protein 2/3 complex subunit 2,,,,,,,
CGI_10001253,Q5TH69,7E-47,Brefeldin A-inhibited guanine nucleotide-exchange protein 3,,,,,,,
CGI_10001261,Q5E980,1E-54,Cytochrome P450 20A1,,,,,,,
CGI_10001262,P35251,1E-46,Replication factor C subunit 1,,,,,,,
CGI_10001263,P29995,0,"Inositol 1,4,5-trisphosphate receptor type 2",,,,,,,
CGI_10001266,Q96MM6,8E-07,Heat shock 70 kDa protein 12B,,,,,,,
CGI_10001267,Q8K0U4,5E-24,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10001269,A8DYE2,2E-26,Transient receptor potential cation channel trpm,,,,,,,
CGI_10001270,Q1L8X9,1E-55,Vesicular glutamate transporter 3,CGI_10001270,131.780535421719,-1.36125232439437,0.41342445949235,-3.29262648384634,0.000992562410069907,0.00940752718583264
